width,height,className,classId,path
185,320,principal_skinner,16,dataset_000189.png
196,265,principal_skinner,16,dataset_000190.png
300,294,ned_flanders,14,dataset_000191.png
130,293,nelson_muntz,15,dataset_000192.png
251,277,krusty_the_clown,9,dataset_000193.png
147,149,sideshow_bob,17,dataset_000194.png
456,424,charles_montgomery_burns,3,dataset_000195.png
164,197,edna_krabappel,6,dataset_000196.png
422,429,nelson_muntz,15,dataset_000197.png
254,290,moe_szyslak,13,dataset_000198.png
357,341,chief_wiggum,4,dataset_000199.png
244,277,charles_montgomery_burns,3,dataset_000200.png
175,215,moe_szyslak,13,dataset_000201.png
187,255,abraham_grampa_simpson,0,dataset_000202.png
250,307,lisa_simpson,10,dataset_000203.png
207,278,charles_montgomery_burns,3,dataset_000204.png
135,152,abraham_grampa_simpson,0,dataset_000205.png
160,212,bart_simpson,2,dataset_000206.png
251,409,marge_simpson,11,dataset_000207.png
198,334,marge_simpson,11,dataset_000208.png
338,369,milhouse_van_houten,12,dataset_000209.png
472,423,abraham_grampa_simpson,0,dataset_000210.png
140,236,charles_montgomery_burns,3,dataset_000211.png
124,179,abraham_grampa_simpson,0,dataset_000212.png
176,224,principal_skinner,16,dataset_000213.png
345,376,chief_wiggum,4,dataset_000214.png
130,232,abraham_grampa_simpson,0,dataset_000215.png
130,198,lisa_simpson,10,dataset_000216.png
236,333,marge_simpson,11,dataset_000217.png
128,161,charles_montgomery_burns,3,dataset_000218.png
222,299,comic_book_guy,5,dataset_000219.png
242,408,kent_brockman,8,dataset_000220.png
233,344,kent_brockman,8,dataset_000221.png
359,454,lisa_simpson,10,dataset_000222.png
227,412,marge_simpson,11,dataset_000223.png
193,451,marge_simpson,11,dataset_000224.png
198,365,marge_simpson,11,dataset_000225.png
210,303,apu_nahasapeemapetilon,1,dataset_000226.png
247,281,abraham_grampa_simpson,0,dataset_000227.png
439,358,sideshow_bob,17,dataset_000228.png
221,301,abraham_grampa_simpson,0,dataset_000229.png
202,355,lisa_simpson,10,dataset_000230.png
151,173,bart_simpson,2,dataset_000231.png
219,283,abraham_grampa_simpson,0,dataset_000232.png
144,218,milhouse_van_houten,12,dataset_000233.png
371,329,bart_simpson,2,dataset_000234.png
281,361,abraham_grampa_simpson,0,dataset_000235.png
190,302,lisa_simpson,10,dataset_000236.png
221,311,bart_simpson,2,dataset_000237.png
225,376,bart_simpson,2,dataset_000238.png
211,408,marge_simpson,11,dataset_000239.png
129,139,charles_montgomery_burns,3,dataset_000240.png
131,178,lisa_simpson,10,dataset_000241.png
318,373,lisa_simpson,10,dataset_000242.png
161,183,lisa_simpson,10,dataset_000243.png
167,241,principal_skinner,16,dataset_000244.png
181,257,kent_brockman,8,dataset_000245.png
180,216,milhouse_van_houten,12,dataset_000246.png
128,225,ned_flanders,14,dataset_000247.png
228,268,marge_simpson,11,dataset_000248.png
165,262,ned_flanders,14,dataset_000249.png
260,361,charles_montgomery_burns,3,dataset_000250.png
186,198,homer_simpson,7,dataset_000251.png
322,401,homer_simpson,7,dataset_000252.png
207,358,abraham_grampa_simpson,0,dataset_000253.png
229,260,bart_simpson,2,dataset_000254.png
245,219,principal_skinner,16,dataset_000255.png
374,417,abraham_grampa_simpson,0,dataset_000256.png
167,258,bart_simpson,2,dataset_000257.png
337,251,apu_nahasapeemapetilon,1,dataset_000258.png
225,277,marge_simpson,11,dataset_000259.png
165,245,kent_brockman,8,dataset_000260.png
148,140,charles_montgomery_burns,3,dataset_000261.png
163,288,abraham_grampa_simpson,0,dataset_000262.png
151,178,abraham_grampa_simpson,0,dataset_000263.png
224,327,marge_simpson,11,dataset_000264.png
180,190,comic_book_guy,5,dataset_000265.png
153,206,abraham_grampa_simpson,0,dataset_000266.png
192,350,marge_simpson,11,dataset_000267.png
124,155,principal_skinner,16,dataset_000268.png
182,218,milhouse_van_houten,12,dataset_000269.png
217,253,comic_book_guy,5,dataset_000270.png
140,260,bart_simpson,2,dataset_000271.png
257,365,abraham_grampa_simpson,0,dataset_000272.png
155,246,ned_flanders,14,dataset_000273.png
244,339,lisa_simpson,10,dataset_000274.png
236,387,marge_simpson,11,dataset_000275.png
258,385,abraham_grampa_simpson,0,dataset_000276.png
166,133,charles_montgomery_burns,3,dataset_000277.png
296,372,sideshow_bob,17,dataset_000278.png
264,416,homer_simpson,7,dataset_000279.png
210,280,ned_flanders,14,dataset_000280.png
209,133,sideshow_bob,17,dataset_000281.png
158,270,lisa_simpson,10,dataset_000282.png
235,321,ned_flanders,14,dataset_000283.png
291,356,homer_simpson,7,dataset_000284.png
309,417,bart_simpson,2,dataset_000285.png
251,374,homer_simpson,7,dataset_000286.png
269,332,homer_simpson,7,dataset_000287.png
269,219,lisa_simpson,10,dataset_000288.png
235,473,marge_simpson,11,dataset_000289.png
186,263,lisa_simpson,10,dataset_000290.png
172,282,principal_skinner,16,dataset_000291.png
137,146,krusty_the_clown,9,dataset_000292.png
172,203,krusty_the_clown,9,dataset_000293.png
184,387,ned_flanders,14,dataset_000294.png
168,347,ned_flanders,14,dataset_000295.png
241,330,abraham_grampa_simpson,0,dataset_000296.png
244,338,homer_simpson,7,dataset_000297.png
342,361,nelson_muntz,15,dataset_000298.png
262,402,charles_montgomery_burns,3,dataset_000299.png
305,339,sideshow_bob,17,dataset_000300.png
231,342,charles_montgomery_burns,3,dataset_000301.png
326,487,sideshow_bob,17,dataset_000302.png
217,306,homer_simpson,7,dataset_000303.png
288,353,charles_montgomery_burns,3,dataset_000304.png
225,333,lisa_simpson,10,dataset_000305.png
238,309,abraham_grampa_simpson,0,dataset_000306.png
265,317,sideshow_bob,17,dataset_000307.png
298,390,lisa_simpson,10,dataset_000308.png
364,455,principal_skinner,16,dataset_000309.png
176,140,comic_book_guy,5,dataset_000310.png
293,400,homer_simpson,7,dataset_000311.png
124,120,krusty_the_clown,9,dataset_000312.png
205,427,ned_flanders,14,dataset_000313.png
205,281,charles_montgomery_burns,3,dataset_000314.png
216,283,charles_montgomery_burns,3,dataset_000315.png
257,392,bart_simpson,2,dataset_000316.png
266,447,principal_skinner,16,dataset_000317.png
201,321,homer_simpson,7,dataset_000318.png
163,283,bart_simpson,2,dataset_000319.png
205,293,milhouse_van_houten,12,dataset_000320.png
331,407,ned_flanders,14,dataset_000321.png
328,368,charles_montgomery_burns,3,dataset_000322.png
374,421,chief_wiggum,4,dataset_000323.png
385,393,abraham_grampa_simpson,0,dataset_000324.png
320,390,homer_simpson,7,dataset_000325.png
209,359,bart_simpson,2,dataset_000326.png
212,210,comic_book_guy,5,dataset_000327.png
413,349,kent_brockman,8,dataset_000328.png
133,173,moe_szyslak,13,dataset_000329.png
167,181,principal_skinner,16,dataset_000330.png
207,264,kent_brockman,8,dataset_000331.png
125,236,ned_flanders,14,dataset_000332.png
218,368,homer_simpson,7,dataset_000333.png
231,262,edna_krabappel,6,dataset_000334.png
270,330,charles_montgomery_burns,3,dataset_000335.png
212,291,abraham_grampa_simpson,0,dataset_000336.png
188,286,bart_simpson,2,dataset_000337.png
246,320,lisa_simpson,10,dataset_000338.png
279,371,ned_flanders,14,dataset_000339.png
234,412,apu_nahasapeemapetilon,1,dataset_000340.png
197,254,ned_flanders,14,dataset_000341.png
216,293,edna_krabappel,6,dataset_000342.png
156,181,edna_krabappel,6,dataset_000343.png
212,351,principal_skinner,16,dataset_000344.png
437,351,chief_wiggum,4,dataset_000345.png
124,195,principal_skinner,16,dataset_000346.png
226,224,milhouse_van_houten,12,dataset_000347.png
289,393,comic_book_guy,5,dataset_000348.png
229,377,homer_simpson,7,dataset_000349.png
173,250,ned_flanders,14,dataset_000350.png
280,271,kent_brockman,8,dataset_000351.png
229,343,marge_simpson,11,dataset_000352.png
126,303,marge_simpson,11,dataset_000353.png
226,302,bart_simpson,2,dataset_000354.png
178,286,comic_book_guy,5,dataset_000355.png
193,265,sideshow_bob,17,dataset_000356.png
163,345,ned_flanders,14,dataset_000357.png
228,357,ned_flanders,14,dataset_000358.png
146,296,ned_flanders,14,dataset_000359.png
198,315,abraham_grampa_simpson,0,dataset_000360.png
163,279,charles_montgomery_burns,3,dataset_000361.png
206,202,charles_montgomery_burns,3,dataset_000362.png
268,384,charles_montgomery_burns,3,dataset_000363.png
449,454,marge_simpson,11,dataset_000364.png
270,322,homer_simpson,7,dataset_000365.png
215,348,abraham_grampa_simpson,0,dataset_000366.png
192,309,lisa_simpson,10,dataset_000367.png
386,369,nelson_muntz,15,dataset_000368.png
131,277,bart_simpson,2,dataset_000369.png
145,261,ned_flanders,14,dataset_000370.png
250,358,principal_skinner,16,dataset_000371.png
192,325,marge_simpson,11,dataset_000372.png
264,392,homer_simpson,7,dataset_000373.png
134,126,moe_szyslak,13,dataset_000374.png
145,148,apu_nahasapeemapetilon,1,dataset_000375.png
287,462,marge_simpson,11,dataset_000376.png
144,155,lisa_simpson,10,dataset_000377.png
236,452,principal_skinner,16,dataset_000378.png
322,310,kent_brockman,8,dataset_000379.png
186,321,marge_simpson,11,dataset_000380.png
170,181,comic_book_guy,5,dataset_000381.png
247,328,charles_montgomery_burns,3,dataset_000382.png
238,247,comic_book_guy,5,dataset_000383.png
141,222,milhouse_van_houten,12,dataset_000384.png
197,486,abraham_grampa_simpson,0,dataset_000385.png
303,403,apu_nahasapeemapetilon,1,dataset_000386.png
240,301,principal_skinner,16,dataset_000387.png
233,238,krusty_the_clown,9,dataset_000388.png
164,185,apu_nahasapeemapetilon,1,dataset_000389.png
206,319,abraham_grampa_simpson,0,dataset_000390.png
212,291,lisa_simpson,10,dataset_000391.png
253,279,moe_szyslak,13,dataset_000392.png
135,189,comic_book_guy,5,dataset_000393.png
248,303,chief_wiggum,4,dataset_000394.png
308,363,lisa_simpson,10,dataset_000395.png
228,343,bart_simpson,2,dataset_000396.png
304,403,marge_simpson,11,dataset_000397.png
164,293,ned_flanders,14,dataset_000398.png
144,418,abraham_grampa_simpson,0,dataset_000399.png
241,418,homer_simpson,7,dataset_000400.png
221,267,kent_brockman,8,dataset_000401.png
253,362,homer_simpson,7,dataset_000402.png
172,162,krusty_the_clown,9,dataset_000403.png
190,331,marge_simpson,11,dataset_000404.png
187,266,charles_montgomery_burns,3,dataset_000405.png
131,301,homer_simpson,7,dataset_000406.png
247,396,bart_simpson,2,dataset_000407.png
159,260,homer_simpson,7,dataset_000408.png
479,429,lisa_simpson,10,dataset_000409.png
194,277,milhouse_van_houten,12,dataset_000410.png
188,268,edna_krabappel,6,dataset_000411.png
505,380,homer_simpson,7,dataset_000412.png
218,374,abraham_grampa_simpson,0,dataset_000413.png
142,223,bart_simpson,2,dataset_000414.png
390,434,homer_simpson,7,dataset_000415.png
159,283,sideshow_bob,17,dataset_000416.png
138,184,krusty_the_clown,9,dataset_000417.png
225,440,ned_flanders,14,dataset_000418.png
257,371,principal_skinner,16,dataset_000419.png
133,193,moe_szyslak,13,dataset_000420.png
283,349,ned_flanders,14,dataset_000421.png
194,327,marge_simpson,11,dataset_000422.png
299,358,principal_skinner,16,dataset_000423.png
372,223,krusty_the_clown,9,dataset_000424.png
232,265,kent_brockman,8,dataset_000425.png
157,356,marge_simpson,11,dataset_000426.png
202,391,abraham_grampa_simpson,0,dataset_000427.png
258,416,bart_simpson,2,dataset_000428.png
258,420,abraham_grampa_simpson,0,dataset_000429.png
227,257,edna_krabappel,6,dataset_000430.png
254,311,principal_skinner,16,dataset_000431.png
168,335,ned_flanders,14,dataset_000432.png
148,233,bart_simpson,2,dataset_000433.png
150,307,marge_simpson,11,dataset_000434.png
190,233,principal_skinner,16,dataset_000435.png
158,376,ned_flanders,14,dataset_000436.png
194,337,marge_simpson,11,dataset_000437.png
283,279,edna_krabappel,6,dataset_000438.png
246,354,sideshow_bob,17,dataset_000439.png
197,364,marge_simpson,11,dataset_000440.png
243,360,milhouse_van_houten,12,dataset_000441.png
242,187,sideshow_bob,17,dataset_000442.png
304,419,krusty_the_clown,9,dataset_000443.png
149,146,moe_szyslak,13,dataset_000444.png
209,308,principal_skinner,16,dataset_000445.png
238,426,apu_nahasapeemapetilon,1,dataset_000446.png
292,341,moe_szyslak,13,dataset_000447.png
186,332,principal_skinner,16,dataset_000448.png
156,207,principal_skinner,16,dataset_000449.png
176,275,bart_simpson,2,dataset_000450.png
155,295,ned_flanders,14,dataset_000451.png
301,325,charles_montgomery_burns,3,dataset_000452.png
218,370,principal_skinner,16,dataset_000453.png
215,335,marge_simpson,11,dataset_000454.png
143,182,ned_flanders,14,dataset_000455.png
190,319,marge_simpson,11,dataset_000456.png
205,268,nelson_muntz,15,dataset_000457.png
181,381,principal_skinner,16,dataset_000458.png
170,360,abraham_grampa_simpson,0,dataset_000459.png
396,465,chief_wiggum,4,dataset_000460.png
285,357,nelson_muntz,15,dataset_000461.png
167,293,bart_simpson,2,dataset_000462.png
214,278,principal_skinner,16,dataset_000463.png
167,205,nelson_muntz,15,dataset_000464.png
202,166,principal_skinner,16,dataset_000465.png
247,389,bart_simpson,2,dataset_000466.png
445,368,sideshow_bob,17,dataset_000467.png
195,302,chief_wiggum,4,dataset_000468.png
249,269,edna_krabappel,6,dataset_000469.png
222,476,apu_nahasapeemapetilon,1,dataset_000470.png
212,238,ned_flanders,14,dataset_000471.png
191,308,homer_simpson,7,dataset_000472.png
180,266,nelson_muntz,15,dataset_000473.png
221,250,charles_montgomery_burns,3,dataset_000474.png
358,438,charles_montgomery_burns,3,dataset_000475.png
366,408,abraham_grampa_simpson,0,dataset_000476.png
148,220,comic_book_guy,5,dataset_000477.png
209,322,nelson_muntz,15,dataset_000478.png
264,280,chief_wiggum,4,dataset_000479.png
231,370,abraham_grampa_simpson,0,dataset_000480.png
205,285,lisa_simpson,10,dataset_000481.png
154,252,principal_skinner,16,dataset_000482.png
146,288,charles_montgomery_burns,3,dataset_000483.png
190,398,marge_simpson,11,dataset_000484.png
301,337,charles_montgomery_burns,3,dataset_000485.png
319,380,comic_book_guy,5,dataset_000486.png
383,305,krusty_the_clown,9,dataset_000487.png
197,285,lisa_simpson,10,dataset_000488.png
248,264,lisa_simpson,10,dataset_000489.png
189,252,lisa_simpson,10,dataset_000490.png
195,266,nelson_muntz,15,dataset_000491.png
159,227,bart_simpson,2,dataset_000492.png
196,341,edna_krabappel,6,dataset_000493.png
165,228,milhouse_van_houten,12,dataset_000494.png
160,308,marge_simpson,11,dataset_000495.png
325,436,principal_skinner,16,dataset_000496.png
181,303,milhouse_van_houten,12,dataset_000497.png
190,277,comic_book_guy,5,dataset_000498.png
258,418,abraham_grampa_simpson,0,dataset_000499.png
227,244,sideshow_bob,17,dataset_000500.png
307,239,sideshow_bob,17,dataset_000501.png
198,350,homer_simpson,7,dataset_000502.png
339,377,nelson_muntz,15,dataset_000503.png
223,204,bart_simpson,2,dataset_000504.png
300,434,homer_simpson,7,dataset_000505.png
165,213,abraham_grampa_simpson,0,dataset_000506.png
203,206,charles_montgomery_burns,3,dataset_000507.png
173,194,ned_flanders,14,dataset_000508.png
190,320,krusty_the_clown,9,dataset_000509.png
240,367,sideshow_bob,17,dataset_000510.png
163,207,edna_krabappel,6,dataset_000511.png
216,317,lisa_simpson,10,dataset_000512.png
164,351,chief_wiggum,4,dataset_000513.png
246,416,abraham_grampa_simpson,0,dataset_000514.png
192,265,milhouse_van_houten,12,dataset_000515.png
175,359,marge_simpson,11,dataset_000516.png
221,433,marge_simpson,11,dataset_000517.png
241,285,abraham_grampa_simpson,0,dataset_000518.png
171,299,ned_flanders,14,dataset_000519.png
209,328,ned_flanders,14,dataset_000520.png
251,365,bart_simpson,2,dataset_000521.png
175,247,homer_simpson,7,dataset_000522.png
217,288,milhouse_van_houten,12,dataset_000523.png
177,221,homer_simpson,7,dataset_000524.png
141,206,homer_simpson,7,dataset_000525.png
148,246,bart_simpson,2,dataset_000526.png
190,251,bart_simpson,2,dataset_000527.png
170,219,lisa_simpson,10,dataset_000528.png
129,124,krusty_the_clown,9,dataset_000529.png
193,319,homer_simpson,7,dataset_000530.png
142,241,apu_nahasapeemapetilon,1,dataset_000531.png
168,261,ned_flanders,14,dataset_000532.png
377,386,abraham_grampa_simpson,0,dataset_000533.png
278,302,charles_montgomery_burns,3,dataset_000534.png
287,397,lisa_simpson,10,dataset_000535.png
206,213,sideshow_bob,17,dataset_000536.png
320,288,principal_skinner,16,dataset_000537.png
176,422,marge_simpson,11,dataset_000538.png
218,332,homer_simpson,7,dataset_000539.png
378,477,homer_simpson,7,dataset_000540.png
137,290,ned_flanders,14,dataset_000541.png
156,403,marge_simpson,11,dataset_000542.png
159,170,lisa_simpson,10,dataset_000543.png
152,355,marge_simpson,11,dataset_000544.png
168,253,principal_skinner,16,dataset_000545.png
275,353,milhouse_van_houten,12,dataset_000546.png
234,348,chief_wiggum,4,dataset_000547.png
159,270,principal_skinner,16,dataset_000548.png
253,371,charles_montgomery_burns,3,dataset_000549.png
175,228,nelson_muntz,15,dataset_000550.png
166,269,lisa_simpson,10,dataset_000551.png
175,202,charles_montgomery_burns,3,dataset_000552.png
264,279,moe_szyslak,13,dataset_000553.png
427,468,chief_wiggum,4,dataset_000554.png
244,292,chief_wiggum,4,dataset_000555.png
223,353,lisa_simpson,10,dataset_000556.png
316,344,charles_montgomery_burns,3,dataset_000557.png
314,343,homer_simpson,7,dataset_000558.png
371,382,comic_book_guy,5,dataset_000559.png
221,333,bart_simpson,2,dataset_000560.png
261,366,bart_simpson,2,dataset_000561.png
208,242,marge_simpson,11,dataset_000562.png
198,367,homer_simpson,7,dataset_000563.png
184,258,milhouse_van_houten,12,dataset_000564.png
161,196,principal_skinner,16,dataset_000565.png
242,365,principal_skinner,16,dataset_000566.png
133,182,krusty_the_clown,9,dataset_000567.png
125,152,chief_wiggum,4,dataset_000568.png
227,277,abraham_grampa_simpson,0,dataset_000569.png
333,420,homer_simpson,7,dataset_000570.png
225,341,lisa_simpson,10,dataset_000571.png
364,363,krusty_the_clown,9,dataset_000572.png
462,304,edna_krabappel,6,dataset_000573.png
131,196,charles_montgomery_burns,3,dataset_000574.png
158,220,bart_simpson,2,dataset_000575.png
230,426,principal_skinner,16,dataset_000576.png
412,468,homer_simpson,7,dataset_000577.png
258,333,milhouse_van_houten,12,dataset_000578.png
283,407,bart_simpson,2,dataset_000579.png
240,433,marge_simpson,11,dataset_000580.png
291,411,lisa_simpson,10,dataset_000581.png
326,423,ned_flanders,14,dataset_000582.png
155,306,ned_flanders,14,dataset_000583.png
222,322,homer_simpson,7,dataset_000584.png
248,278,nelson_muntz,15,dataset_000585.png
175,238,edna_krabappel,6,dataset_000586.png
275,333,ned_flanders,14,dataset_000587.png
179,162,nelson_muntz,15,dataset_000588.png
352,404,moe_szyslak,13,dataset_000589.png
179,293,homer_simpson,7,dataset_000590.png
242,235,milhouse_van_houten,12,dataset_000591.png
247,430,apu_nahasapeemapetilon,1,dataset_000592.png
535,482,chief_wiggum,4,dataset_000593.png
321,345,kent_brockman,8,dataset_000594.png
276,337,bart_simpson,2,dataset_000595.png
150,200,lisa_simpson,10,dataset_000596.png
169,309,ned_flanders,14,dataset_000597.png
